,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
966,B0002Q81W6,"[0, 0]",2,"['im', 'shocked', 'wires', 'even', 'though', 'picture', 'shows', 'wires', 'surprised', 'dust', 'cover', 'appears', 'integral', 'picture', 'included', 'thats', 'package', 'clamp', 'itself', 'selfdrilling', 'sheetmetal', 'screws', 'maybe', 'ill', 'check', 'back', 'day', 'see', 'picture', 'changed', 'description', 'updated', 'reflect', 'reality', 'case', 'ill', 'change', 'number', 'stars', 'now', 'im', 'knocking', 'two', 'stars', 'deceptive', 'ad', 'another', 'star', 'product', 'really', 'being', 'fairly', 'cheap', 'piece', 'opinion', 'piece', 'isnt', 'great', 'value', 'price', 'best', 'fair', 'yeah', 'know', 'reviewing', 'prices', 'cheaplymade', 'product', 'lacks', 'finish', 'think', 'bottom', 'side', 'couldve', 'solid', 'instead', 'having', 'exposed', 'ribbing', 'think', 'included', 'screws', 'appear', 'stainless', 'shouldve', 'come', 'appropriatelysized', 'washers', 'distribute', 'load', 'plastic']","07 26, 2012",A1Z7PH9LKWUUQ,"D. Sauer ""Unix Geek""","Decent clamp, not as pictured",1343260800
977,B0002Q81WG,"[1, 2]",2,"['bought', 'amazon', 'suggested', 'bought', 'along', 'brake', 'controller', 'need', 'brake', 'controller', 'mounted', 'fine', 'included', 'hardware']","06 28, 2013",APVUOXZ3DTV37,Nicholas Hull,No need for it,1372377600
987,B0002RNSKK,"[1, 3]",2,"['sure', 'adapter', 'doesnt', 'light', 'up', 'checks', 'suppose', 'think', 'suv', 'audi', 'doesnt', 'support', 'leds', 'verify', 'operation', 'kept', 'anyway', 'works', 'fine', 'trailer', 'lights', 'work']","12 28, 2012",A15TFX82XKJS7T,infin,Works only as an adapter,1356652800
1006,B0002SPC2G,"[0, 0]",2,"['use', 'leather', 'clothes', 'car', 'seat', 'very', 'cheaply', 'made', 'white', 'lint', 'pad', 'comes', 'mess', 'pick', 'up', 'leather', 'clothes', 'car', 'seat', 'go', 'dollar', 'store', 'microfiber', 'cloth']","01 1, 2013",A2LB86SVX3NDV1,Person,White lint comes off.,1356998400
1014,B0002SQU9K,"[0, 0]",1,"['used', 'product', 'rear', 'disc', 'brake', 'calibers', 'big', 'wasted', 'timedid', 'push', 'pistoni', 'use', '6in', 'cclamp', 'worked', 'out', 'pretty', 'welllisle', 'disc', 'brake', 'pad', 'spreader', 'lis24400']","09 30, 2013",A3Q72JUMCBI9WK,bulldog,BAD PRODUCT,1380499200
1022,B0002SQU9K,"[2, 2]",1,"['tool', 'worked', 'great', 'first', 'set', 'pads', 'went', 'side', 'threaded', 'rod', 'broke', 'loose', 'knob', 'recommended']","09 27, 2013",AK9IG835URR77,Stephen,Junk,1380240000
1068,B0002SQYV4,"[18, 24]",2,"['im', 'bucking', 'trend', 'favorable', 'reviews', 'herei', 'give', 'two', 'stars', 'go', 'easy', 'smells', 'decent', 'excellent', 'cleaning', 'capability', 'towel', 'came', 'out', 'more', 'black', 'products', 'assume', 'indicates', 'removing', 'lot', 'oxidized', 'black', 'rubbertrimunfortunately', 'product', 'last', 'covered', 'rubberplastic', 'car', 'two', 'thorough', 'coats', 'soak', 'insettle', 'day', 'washed', 'overwipestreaks', 'nearby', 'body', 'panels', 'etc', 'meguiars', '40', 'washed', 'completely', 'left', 'worse', 'before', 'used', 'product', 'finish', 'remaining', 'very', 'splotchy', 'looks', 'bad', 'even', 'interior', 'parts', 'applied', '40', 'mostly', 'wiped', 'clean', 'wiping', 'damp', 'towel', 'used', 'pick', 'up', 'accumulated', 'dustdirt', 'remained', 'splotchy', 'minor', 'nicks', 'scratches', 'plasticrubber', 'more', '40', 'absorbedoverall', 'very', 'unsatisfied', 'results', 'im', 'going', 'worst', 'product', 'used', 'others', 'use', 'far', 'away', 'better', 'include', '303', 'aerospace', 'protectant', 'very', 'mild', 'waterbased', 'product', 'doesnt', 'last', 'better', 'meguiars', 'product', 'sheenmy', 'previous', 'staple', 'recommend', 'actually', 'armor', 'original', 'purchased', 'guru', 'reports', 'analysis', 'types', 'products', 'several', 'years', 'ago', 'surprised', 'old', 'product', 'one', 'two', 'bestincategory', 'products', 'along', 'zaino', 'over', '50', 'tested', 'armor', 'original', 'formulations', 'very', 'low', 'sheen', 'lasts', 'several', 'washes', '14', 'price', 'less', 'available', 'everywhereim', 'going', 'back', 'armor', 'original', 'recommend', 'try', 'performs', 'better', 'boutique', 'products', 'recommend', 'use', 'waterbased', 'products', 'permanent', 'trim', 'rubber', 'etc', 'solventpetroleumbased', 'ones', 'tendency', 'degrade', 'rubberplastic', 'over', 'time', 'ok', 'replaceable', 'items', 'tires', 'parts', 'severely', 'oxidized', 'generally', 'tell', 'difference', 'waterbased', 'products', 'milky', 'color', 'petroleumbased', 'ones', 'clear', 'meguiars', 'hot', 'shine', 'severe', 'problems', 'product']","11 3, 2010",A2EHYCA29NSQLU,Bud,Very disappointed,1288742400
1089,B0002SR4AY,"[0, 0]",1,"['dont', 'buy', 'product', 'bought', '2010', 'toyota', 'corolla', 'need', 'special', 'tool', 'oil', 'filter', 'housing', 'put', 'insert', 'wrench', 'broke', 'first', 'turn', 'waste', 'money', 'amazon', 'return', 'broken']","08 3, 2012",A9GTZU854XN0G,J. Tregaro,HORRIBLE!!!! broke on first use,1343952000
1093,B0002SR4PY,"[0, 4]",1,"['3', 'things1', 'spring', 'cheep', 'installed', 'incorrectly', 'snapped', 'unpacking', 'twist', 'place', 'right', 'better', 'way', 'twist', 'ends', 'toward', 'inside', 'more', 'spring', 'made', 'cheep', 'metal', 'bends', 'aluminum2', 'size', 'big', 'regular', 'car', 'filters', 'toyotashondasmotorcycles', 'etc', 'maybe', '5lite', '3500', 'utility', 'van', 'enough', 'filter', 'diameter', 'fit', 'around', 'huge', 'suv', 'pickup', 'truck3', 'removal', 'work', 'way', 'around', 'tight', 'filter']","01 4, 2012",AH3QW8UQ4ULZN,Batman,Too big for regular car filters,1325635200
1097,B0002SR4PY,"[0, 0]",2,"['thing', 'few', 'months', 'worked', 'really', 'well', 'taking', 'oil', 'filters', 'made', 'through', '3', '4', 'filters', 'until', 'spring', 'broke', 'though', 'dont', 'recommend', 'buying']","05 12, 2013",A3L87SDQ2JEB93,James K. Johnson,worked great until the spring broke,1368316800
1099,B0002SR4PY,"[1, 1]",2,"['think', 'fault', 'reading', 'line', 'description', 'before', 'buying', 'saw', 'words', 'wide', 'range', 'universal', 'biting', 'teeth', 'missed', 'works', '3', '18', '3', '78', 'inches', 'sure', 'ill', 'use', 'much', 'use', 'id', 'hoped']","08 10, 2011",A2WBB8QN9S617,Paul C,3/4 inch of travel on something called Wide Range?,1312934400
1102,B0002SR4Q8,"[0, 1]",1,"['first', 'wrench', 'work', 'never', 'easy', 'use', 'due', 'needing', 'flared', 'out', 'first', 'fit', 'over', 'filter', 'point', 'lost', 'spring', 'sure', 'even', 'detatch', 'rendered', 'completely', 'useless', 'ended', 'up', 'buying', 'couple', 'large', 'socket', 'looking', 'ones', 'come', 'three', 'sizes', 'fit', 'common', 'filters', 'theyre', 'bit', 'cheaper', 'buy', 'multiple', 'end', 'up', 'costing', 'more', 'work', 'easily', 'time']","05 16, 2013",A13YI9ZAZX3WN9,Amazon Customer,"Jack of all trades, master of none",1368662400
1117,B0002SR4Q8,"[0, 3]",2,"['tool', 'feels', 'sturdy', 'help', 'ended', 'up', 'being', 'useless', 'tool', 'arsenal', 'wouldnt', 'recommend', 'hand', 'tighten', 'oil', 'filter', 'used', 'textured', 'one', 'purolator']","05 25, 2013",A2970BXG7PDZ69,mikeyill,Didn't work,1369440000
1134,B0002SR7TC,"[15, 16]",2,"['ive', 'used', 'mityvac', '7201', 'less', '10', 'times', 'treated', 'very', 'carefully', 'stuff', 'still', 'works', 'poorly', 'methe', 'selector', 'valve', 'use', 'switch', 'between', 'evacuatingdispensing', 'ridiculously', 'difficult', 'operate', 'cant', 'push', 'lift', 'selector', 'valve', 'operate', 'twist', 'pushingpulling', 'madman', 'hope', 'dont', 'break', 'anything', 'including', 'fingers', 'loosen', 'up', 'somewhat', 'spraying', 'valve', 'siliconeteflon', 'spray', 'operating', 'repeatedly', '1', 'still', 'easy', 'operate', '2', 'shouldnt', 'thatthe', 'expandable', 'plug', 'expanded', 'evacuatedispense', 'removed', 'pour', 'fluid', 'out', 'ridiculously', 'difficult', 'remove', 'poorfitting', 'devicethe', 'tube', 'connector', 'main', 'evacuation', 'tube', 'enters', 'top', 'unit', 'leaked', 'put', 'dispense', 'mode', 'pay', 'over', '27', 'replacement', 'tube', 'connector', 'kit', '822566', 'unit', 'out', 'warrantyafter', 'replacing', 'tube', 'connector', 'trying', 'dispense', 'mode', 'again', 'found', 'top', 'plate', 'leaks', 'noticed', 'before', 'explains', 'always', 'took', 'much', 'pumping', 'evacuated', 'oil', 'use', 'dispense', 'mode', 'now', 'main', 'tube', 'doesnt', 'leak', 'anymore', 'air', 'oil', 'come', 'out', 'under', 'top', 'plate', 'removed', 'top', 'plate', 'sure', 'enough', 'look', 'ma', 'seal', 'bad', 'enough', 'seal', 'merely', 'failed', 'seal', 'included', 'first', 'place', 'inexcusable', 'didnt', 'notice', 'problem', 'sooner', 'seal', '822821', 'costing', 'additional', '13', 'including', 'ridiculous', '875', 'fee', 'shippingnow', 'ive', 'added', 'replacedadded', 'top', 'seal', 'doing', 'test', 'hear', 'unit', 'leaks', 'air', 'top', 'pump', 'assembly', 'give', 'up', 'thingthis', 'great', 'practical', 'joke', 'didnt', 'cost', 'much', 'money']","01 2, 2011",A1D9V4TAFTO6M2,-1,"A Low Quality, Overrated Sieve",1293926400
1148,B0002SR7TC,"[45, 50]",1,"['works', 'works', 'pretty', 'good', 'chances', 'one', 'missing', 'o', 'ring', 'though', 'several', 'people', 'car', 'forums', 'member', 'receive', 'defective', 'items', 'including', 'myself', 'called', 'customer', 'service', 'multiple', 'emails', 'went', 'unanswered', 'told', 'think', 'missing', 'o', 'ring', 'hold', 'vaccum', 'yep', 'one', 'right', 'out', 'ship', 'back', 'exchange', 'very', 'rude', 'sealed', 'gasket', 'maker', 'works', 'now', 'looks', 'terrible', 'go', 'different', 'unit', 'beter', 'quality', 'control']","08 21, 2008",A2FUD7TNC8HRYG,"T. Meadows ""TM""","Horrible customer service, horrible quality control",1219276800
1163,B0002SRCK6,"[0, 0]",1,"['used', 'tool', 'remove', 'fuel', 'line', 'fuel', 'filter', 'changeomg', 'under', 'truck', 'over', 'hour', 'wrestling', 'eventually', 'tool', 'broke', 'piece', 'junk', 'ordered', 'metal', 'sissor', 'one', 'amazon', 'fuel', 'line', '2', 'minutes', 'literally', 'heard', 'click', 'fuel', 'filter', 'came', 'out', 'save', 'yourself', 'time', 'aggrevationif', 'ford', 'truck', 'sissor', 'tool', 'plastic', 'junk']","06 16, 2014",A2T9ECMEHSAIG5,Dieselboy,Terrible...just terrible!,1402876800
1164,B0002SRCK6,"[0, 0]",2,"['try', 'change', 'out', 'fuel', 'filter', '03', 'f150', 'very', 'nice', 'bunch', 'different', 'sizes', 'theres', 'nothing', 'grab', 'onto', 'once', 'slip', 'over', 'fuel', 'line', 'theres', 'little', 'larger', 'piece', 'plastic', 'grab', 'generate', 'enough', 'force', 'pop', 'back', 'fuel', 'line', 'found', 'harder', 'pushed', 'more', 'tool', 'sort', 'opened', 'up', 'fingers', 'directly', 'behind', 'wide', 'end', 'tool', 'really', 'generate', 'lot', 'force', 'probably', 'pop', 'fuel', 'line', 'easily', 'way', 'set', 'up', 'though', 'cantwhile', 'more', 'expensive', 'think', 'larger', 'aluminum', 'onesize', 'tools', 'seem', 'way', 'go', 'actually', 'something', 'hold', 'onto', 'add', 'though', 'feeling', 'fuel', 'line', 'bit', 'rusted', 'gummed', 'up', 'perhaps', 'under', 'normal', 'conditions', 'tool', 'work', 'without', 'huge', 'amount', 'effort', 'pushing', 'hard', 'though', 'fuel', 'line', 'tool']","04 17, 2013",AHCVXRSGA7VWU,Matthew Dyer,Didn't work for me,1366156800
1169,B0002SRCKG,"[0, 0]",2,"['decided', 'needed', 'new', 'seal', 'puller', 'picked', 'up', 'cheap', 'here', 'amazon', 'tried', 'pull', 'two', 'seals', 'today', 'tore', 'through', 'opener', 'easier', 'use', 'hammer', 'chisel']","06 9, 2014",A1YUDSBH9P3HPN,JJ,Going to bury this one in the bottom of the tool box,1402272000
1174,B0002SREPY,"[0, 0]",1,"['slip', 'damage', 'clamp', 'well', 'skin', 'knucklesmaybe', 'place', 'good', 'access', 'clamp', 'work', 'despirate', 'bought', 'wasted', 'money']","01 13, 2014",A3NPP6SN6QGP8U,Alan Henderson,another POS & waste of money,1389571200
1215,B0002SRL20,"[1, 2]",2,"['nice', 'rig', 'becomes', 'unhappy', 'sticks', 'use', 'cold', 'weather', 'below', '40', 'sit', 'seems', 'stick', 'sticks', 'back', 'using', 'tire', 'inflator', 'using', 'tire', 'pressure', 'guage', 'again', 'entire', 'reason', 'thing', 'pump', 'air', 'read', 'done', 'case', 'sticks', 'lost', 'faith']","12 9, 2013",ABCD7NZQR8EH1,Brian,I would not recommed it to a friend,1386547200
1246,B0002STSC6,"[1, 3]",2,"['returned', 'strobe', 'light', 'inductive', 'timing', 'light', 'much', 'easier', 'battery', 'power', 'made', 'well', 'sure', 'device', 'fully', 'inserted', 'wires', 'mine', 'fell', 'floor', 'double', 'checking', 'wire', 'attachments', 'damage']","10 2, 2013",AZP8DAHJCFWPH,beebop,Inline Spark Tester,1380672000
1271,B0002STSQM,"[0, 3]",1,"['bought', 'first', 'thinking', 'good', 'buy', 'left', 'glove', 'box', 'find', 'one', 'day', 'bent', 'last', 'long', 'storage', 'bought', 'digital', 'tire', 'pressure', 'tread', 'depth', 'combo', 'way', 'better', 'product', 'look', 'up', 'accutire', 'ms48b', 'digital', 'combination', 'tire', 'thread', 'depth', 'gauge', 'tire', 'pressure', 'gauge']","08 6, 2013",A36DFLISBU97Z4,James,Cheap,1375747200
1304,B0002TPVXA,"[0, 0]",2,"['far', 'flimsy', 'thing', 'feels', 'needs', 'packed', 'gills', 'order', 'retain', 'rectangular', 'shape', 'appreciate', 'type', 'rubbervelcro', 'grip', 'bottom', 'sliding', 'around', 'trunk', 'lightly', 'loadedit', 'job', 'hence', 'noreturn', 'same', 'time', 'didnt', 'expect', '34soft', 'sided34', 'mean', '34collapsable', 'situations', 'except', 'fully', 'loaded']","11 4, 2013",A1XR5YY46VVIDH,iburke,"Far too flimsy, doesn't retain shape, slides all over the place.",1383523200
1307,B0002TPVXA,"[0, 0]",2,"['wish', 'rigid', 'dividers', 'instead', 'fabric', 'unit', 'floppy', 'general', 'unless', 'load', 'up', 'lot', 'stuffthis', 'tiny', 'more', 'useful', 'standard', 'duffel', 'bagi', 'recommend', 'spend', 'bit', 'more', 'one', 'snapon', '870116', '21inch', 'trunk', 'organizer', 'tool', 'carrier', 'much', 'happier', 'ridid', 'seems', 'hold', 'much', 'stuff']","02 16, 2013",A1F9Z42CFF9IAY,T. Tom,Good price but way too floppy,1360972800
1340,B0002U1TX0,"[1, 1]",2,"['really', 'wasnt', 'impressed', 'overall', 'result', 'polish', 'part', 'mothers', '3step', 'kit', 'used', '3', 'steps', 'still', 'think', 'better', 'results', 'tech', 'wax']","01 13, 2014",A34O0KQV4QXWNQ,"Dako ""Dako""",This 3-Step Process Seems Unimpressive To Me,1389571200
1414,B0002U1TZ8,"[0, 2]",1,"['five', 'star', 'review', '409', 'works', 'better', 'cleaning', 'up', 'bike', 'mother', 'makes', 'part', 'use', 'look', 'wet', 'leaves', 'dirt', 'beneath', 'four', 'stars']","10 7, 2013",AZ0KQBIH10HRN,scottie,Four Stars...,1381104000
1442,B0002U2V1Y,"[0, 1]",2,"['kit', 'seems', 'more', 'hassle', 'worth', 'using', 'one', 'clay', 'bar', 'cars', 'finish', 'indeed', 'smoother', 'looked', 'exactly', 'same', 'few', 'little', 'spots', 'sap', 'came', 'out', 'here', 'honestly', 'think', 'same', 'thing', 'couldve', 'achieved', 'goo', 'gone', 'windex']","01 13, 2014",A34O0KQV4QXWNQ,"Dako ""Dako""","Got Out Some Particulate, But No Amazing Wonder To Me",1389571200
1447,B0002U2V1Y,"[2, 22]",1,"['detailing', 'cars', 'aircraft', 'forty', 'yearsi', 'tried', 'thing', 'out', 'far', 'waxes', 'cleaners', 'goim', 'old', 'school', 'simoniz', 'guy', 'yea', 'lots', 'workbut', 'worksi', 'always', 'use', 'cleaner', 'first', 'dupont', 'workedi', 'figured', 'time', 'try', 'something', 'newso', 'tried', 'mothers', 'clay', 'bar', 'work', 'welli', 'tried', 'meguires', 'clean', 'wax', 'stuff', 'greattried', 'klasse', 'real', 'good', 'stuffmicro', 'fiber', 'more', 'spend', 'better', 'getthe', 'clay', 'joke']","06 19, 2012",A3AO1KANO9RKHI,Gary,Don't waste your money,1340064000
1549,B0002UNON8,"[0, 1]",1,"['purchased', 'product', 'remove', 'minor', 'scratch', 'ate', 'through', 'clearcoat', 'left', '400', 'damage', 'auto', 'detailer', 'look', 'damage', 'before', 'getting', 'fixed', 'asked', 'product', 'caused', 'told', '34scratchx', '2034', 'replied', '34oh', 'never', 'even', 'use', 'stuff', 'abrasive34bottom', 'line', 'experience', 'product', 'purchase', 'under', 'circumstance', 'unless', 'very', 'experienced', 'working', 'carsthis', 'truly', 'one', 'star', 'item', 'avoid', 'costs']","09 7, 2013",A3NF8BL6489IZW,ABM,DO NOT USE!,1378512000
1550,B0002UNON8,"[1, 3]",1,"['tried', 'superficial', 'scratch', 'kept', 'rubbing', 'product', 'several', 'times', 'reapplied', '3', 'time', 'scratch', 'stil', 'tried', 'foam', 'pad', 'microfiber', 'pad', 'microfiber', 'towel', 'worst', 'product', 'meguairs', 'produce']","07 11, 2011",AV8DFL38JP606,ayam,scratch x,1310342400
1568,B0002UNON8,"[0, 0]",1,"['rub', 'buff', 'product', 'wax', 'takes', 'lot', 'rubbing', 'against', 'scratchit', 'appears', 'doing', 'more', 'harm', 'good', 'adding', 'scratches', 'fairly', 'dark', 'vehicle', 'im', 'using', 'hand', 'foam', 'applicator', 'never', 'scratched', 'finish', 'waxing', 'find', 'results', 'good', 'coat', 'wax', 'better', 'job', 'dont', 'add', 'additional', 'swirlmark', 'scratches', 'stuff', 'work', 'better', 'power', 'buffer', 'hand', 'pretty', 'useless']","04 24, 2012",A11YOTONCPRQ9S,P.L.,Avoid,1335225600
1570,B0002UNON8,"[0, 2]",1,"['doesnt', 'work', 'worth', 'darn', 'regular', 'wax', 'works', 'better', 'product', 'very', 'disappointed', 'mequiar', 'thought', 'good', 'brand', 'go', 'back', 'turtle', 'products', 'now']","04 12, 2013",A1EMY19Z7WUDGC,Sandan,Regular Wax Works Better,1365724800
1577,B0002UNON8,"[3, 5]",1,"['title', 'waste', 'time', 'money', 'calories', '08', 'bmw', '335i', 'sport', 'silver', 'color', 'long', 'scratches', 'similar', 'those', 'guy', 'posted', 'product', 'images', 'spent', 'hour', 'tried', 'different', 'techniques', 'product', 'simply', 'doesnt', 'work', 'new', 'car', 'nice', 'paint', 'avoid', 'buying', 'work', 'old', 'cars', 'paint', 'different', 'condition', 'sorryps', 'bought', 'full', 'set', 'meguiars', 'paint', 'care', 'find', 'reviews', 'products', 'well', 'actually', 'worked', 'somewhat', 'ultimate', 'wax', 'clay', 'kit', 'contaminant', 'removal', 'kit', 'clay', 'kit', 'very', 'hard', 'apply', 'though', 'works']","08 14, 2012",A30DF71BED07GG,V,"Sorry, but did not work for me AT ALL. Time, money and calorie waste.",1344902400
1595,B0002UQAM0,"[0, 2]",2,"['really', 'impressed', 'product', 'meguiars', 'cleanerwax', 'product', 'much', 'better', 'job', 'good', 'cars', 'mine']","01 27, 2014",A3QDPQBJAJC6C,Jaco,"Bleh, over rated",1390780800
1605,B0002UQATS,"[1, 7]",2,"['product', 'good', 'outstanding', 'barry', 'meguiar', 'last', 'long', 'ive', 'used', 'both', 'summer', 'winter', '6', 'weeks', 'lost', 'many', 'properties', 'real', 'world', 'world', 'barry', 'meguiar', 'wax', 'car', 'month', 'want', 'protect', 'car', 'true', 'regardless', 'price', 'waxes', 'last', 'many', 'monthssince', 'apply', 'wax', 'starts', 'degrade', 'environment', 'sun', 'uv', 'rain', 'dust', 'wash', 'remove', 'wax', 'inevitably', 'part', 'dust', 'pollution', 'polluters', 'stick', 'wax', 'remove', 'contaminants', 'remove', 'wax']","12 5, 2010",ANJUT5JDG5RU1,"carlos ""cfg""",good,1291507200
1624,B0002UQATS,"[1, 4]",2,"['ive', 'owned', 'wax', 'time', 'doesnt', 'last', 'more', 'month', 'pain', 'put', 'take', 'goes', 'ok', 'taking', 'another', 'story', 'leaves', 'oily', 'residue', 'until', 'wash', 'car', 'use', 'numerous', 'towelsmicrofiber', 'take', 'much', 'really', 'want', 'rub', 'paint', 'residue', 'black', 'paint', 'havent', 'really', 'seen', 'good', 'protection', 'elements', 'birdsbugs', 'one', 'postitive', 'smell', 'good', 'applying', 'im', 'sure', 'meguiars', 'added', 'fragrance', 'marketing', 'perspective', 'price', 'compared', 'durability', 'stuff', 'waste', 'sure', 'meguiars', 'even', 'put', 'market']","02 19, 2013",A222QSFM3KE5KM,Rs,Waste of time/money unless you really like waxing.,1361232000
1632,B0002UQATS,"[3, 6]",2,"['meguiars', 'came', 'out', 'original', 'nxt', 'around', '2005', 'actually', 'pretty', 'good', 'product', 'greatest', 'shine', 'fairly', 'durable', 'easy', 'apply', 'sometime', 'few', 'years', 'later', 'nxt', '20', 'introduced', 'huge', 'step', 'backwards', 'although', 'received', 'highly', 'favorable', 'rating', 'big', 'consumer', 'magazine', 'far', 'one', 'best', 'products', 'market', 'version', '20', 'very', 'poor', 'gloss', 'characteristics', 'dark', 'colored', 'cars', 'durability', 'terrible', 'literally', 'more', 'six', 'weeks', 'before', 'water', 'stops', 'sheeting', 'cari', 'maintain', 'eight', 'different', 'personal', 'cars', 'always', 'waxing', 'something', 'think', 'high', 'priced', 'multistep', 'products', 'much', 'snake', 'oil', 'being', 'sold', 'outrageous', 'prices', 'trust', 'ive', 'tried', 'good', 'surface', 'prep', 'key', 'success', 'waxsynthetic', 'product', 'involves', 'clay', 'light', 'cut', 'cleaner', 'polish', 'final', 'way', 'once', 'prepped', 'properly', 'product', 'really', 'well', 'applied', 'regularly', 'protect', 'finish', 'make', 'future', 'preps', 'unnecessary', 'current', 'favorite', 'durability', 'shine', 'turtle', 'wax', 'cleanercarnuba', 'although', 'good', 'old', 'meguiars', 'cleaner', 'purple', 'bottle', 'still', 'darn', 'good', 'product', 'bargain', 'price']","05 2, 2013",A1J1S9E53DNAP6,"tom4416 ""bookie monster""",Two different products being reviewed here,1367452800
