,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
966,B0002Q81W6,"[0, 0]",2,"['im', 'shock', 'wire', 'even', 'though', 'pictur', 'show', 'wire', 'surpris', 'dust', 'cover', 'appear', 'integr', 'pictur', 'includ', 'that', 'packag', 'clamp', 'itself', 'selfdril', 'sheetmet', 'screw', 'mayb', 'ill', 'check', 'back', 'day', 'see', 'pictur', 'chang', 'descript', 'updat', 'reflect', 'realiti', 'case', 'ill', 'chang', 'number', 'star', 'now', 'im', 'knock', 'two', 'star', 'decept', 'ad', 'anoth', 'star', 'product', 'realli', 'be', 'fair', 'cheap', 'piec', 'opinion', 'piec', 'isnt', 'great', 'valu', 'price', 'best', 'fair', 'yeah', 'know', 'review', 'price', 'cheaplymad', 'product', 'lack', 'finish', 'think', 'bottom', 'side', 'couldv', 'solid', 'instead', 'have', 'expos', 'rib', 'think', 'includ', 'screw', 'appear', 'stainless', 'shouldv', 'come', 'appropriatelys', 'washer', 'distribut', 'load', 'plastic']","07 26, 2012",A1Z7PH9LKWUUQ,"D. Sauer ""Unix Geek""","Decent clamp, not as pictured",1343260800
977,B0002Q81WG,"[1, 2]",2,"['bought', 'amazon', 'suggest', 'bought', 'along', 'brake', 'control', 'need', 'brake', 'control', 'mount', 'fine', 'includ', 'hardwar']","06 28, 2013",APVUOXZ3DTV37,Nicholas Hull,No need for it,1372377600
987,B0002RNSKK,"[1, 3]",2,"['sure', 'adapt', 'doesnt', 'light', 'up', 'check', 'suppos', 'think', 'suv', 'audi', 'doesnt', 'support', 'led', 'verifi', 'oper', 'kept', 'anyway', 'work', 'fine', 'trailer', 'light', 'work']","12 28, 2012",A15TFX82XKJS7T,infin,Works only as an adapter,1356652800
1006,B0002SPC2G,"[0, 0]",2,"['use', 'leather', 'cloth', 'car', 'seat', 'veri', 'cheapli', 'made', 'white', 'lint', 'pad', 'come', 'mess', 'pick', 'up', 'leather', 'cloth', 'car', 'seat', 'go', 'dollar', 'store', 'microfib', 'cloth']","01 1, 2013",A2LB86SVX3NDV1,Person,White lint comes off.,1356998400
1014,B0002SQU9K,"[0, 0]",1,"['use', 'product', 'rear', 'disc', 'brake', 'calib', 'big', 'wast', 'timedid', 'push', 'pistoni', 'use', '6in', 'cclamp', 'work', 'out', 'pretti', 'welllisl', 'disc', 'brake', 'pad', 'spreader', 'lis24400']","09 30, 2013",A3Q72JUMCBI9WK,bulldog,BAD PRODUCT,1380499200
1022,B0002SQU9K,"[2, 2]",1,"['tool', 'work', 'great', 'first', 'set', 'pad', 'went', 'side', 'thread', 'rod', 'broke', 'loos', 'knob', 'recommend']","09 27, 2013",AK9IG835URR77,Stephen,Junk,1380240000
1068,B0002SQYV4,"[18, 24]",2,"['im', 'buck', 'trend', 'favor', 'review', 'herei', 'give', 'two', 'star', 'go', 'easi', 'smell', 'decent', 'excel', 'clean', 'capabl', 'towel', 'came', 'out', 'more', 'black', 'product', 'assum', 'indic', 'remov', 'lot', 'oxid', 'black', 'rubbertrimunfortun', 'product', 'last', 'cover', 'rubberplast', 'car', 'two', 'thorough', 'coat', 'soak', 'insettl', 'day', 'wash', 'overwipestreak', 'nearbi', 'bodi', 'panel', 'etc', 'meguiar', '40', 'wash', 'complet', 'left', 'wors', 'befor', 'use', 'product', 'finish', 'remain', 'veri', 'splotchi', 'look', 'bad', 'even', 'interior', 'part', 'appli', '40', 'most', 'wipe', 'clean', 'wipe', 'damp', 'towel', 'use', 'pick', 'up', 'accumul', 'dustdirt', 'remain', 'splotchi', 'minor', 'nick', 'scratch', 'plasticrubb', 'more', '40', 'absorbedoveral', 'veri', 'unsatisfi', 'result', 'im', 'go', 'worst', 'product', 'use', 'other', 'use', 'far', 'away', 'better', 'includ', '303', 'aerospac', 'protect', 'veri', 'mild', 'waterbas', 'product', 'doesnt', 'last', 'better', 'meguiar', 'product', 'sheenmi', 'previous', 'stapl', 'recommend', 'actual', 'armor', 'origin', 'purchas', 'guru', 'report', 'analysi', 'type', 'product', 'sever', 'year', 'ago', 'surpris', 'old', 'product', 'one', 'two', 'bestincategori', 'product', 'along', 'zaino', 'over', '50', 'test', 'armor', 'origin', 'formul', 'veri', 'low', 'sheen', 'last', 'sever', 'wash', '14', 'price', 'less', 'avail', 'everywhereim', 'go', 'back', 'armor', 'origin', 'recommend', 'tri', 'perform', 'better', 'boutiqu', 'product', 'recommend', 'use', 'waterbas', 'product', 'perman', 'trim', 'rubber', 'etc', 'solventpetroleumbas', 'one', 'tendenc', 'degrad', 'rubberplast', 'over', 'time', 'ok', 'replac', 'item', 'tire', 'part', 'sever', 'oxid', 'general', 'tell', 'differ', 'waterbas', 'product', 'milki', 'color', 'petroleumbas', 'one', 'clear', 'meguiar', 'hot', 'shine', 'sever', 'problem', 'product']","11 3, 2010",A2EHYCA29NSQLU,Bud,Very disappointed,1288742400
1089,B0002SR4AY,"[0, 0]",1,"['dont', 'buy', 'product', 'bought', '2010', 'toyota', 'corolla', 'need', 'special', 'tool', 'oil', 'filter', 'hous', 'put', 'insert', 'wrench', 'broke', 'first', 'turn', 'wast', 'money', 'amazon', 'return', 'broken']","08 3, 2012",A9GTZU854XN0G,J. Tregaro,HORRIBLE!!!! broke on first use,1343952000
1093,B0002SR4PY,"[0, 4]",1,"['3', 'things1', 'spring', 'cheep', 'instal', 'incorrect', 'snap', 'unpack', 'twist', 'place', 'right', 'better', 'way', 'twist', 'end', 'toward', 'insid', 'more', 'spring', 'made', 'cheep', 'metal', 'bend', 'aluminum2', 'size', 'big', 'regular', 'car', 'filter', 'toyotashondasmotorcycl', 'etc', 'mayb', '5lite', '3500', 'util', 'van', 'enough', 'filter', 'diamet', 'fit', 'around', 'huge', 'suv', 'pickup', 'truck3', 'remov', 'work', 'way', 'around', 'tight', 'filter']","01 4, 2012",AH3QW8UQ4ULZN,Batman,Too big for regular car filters,1325635200
1097,B0002SR4PY,"[0, 0]",2,"['thing', 'few', 'month', 'work', 'realli', 'well', 'take', 'oil', 'filter', 'made', 'through', '3', '4', 'filter', 'until', 'spring', 'broke', 'though', 'dont', 'recommend', 'buy']","05 12, 2013",A3L87SDQ2JEB93,James K. Johnson,worked great until the spring broke,1368316800
1099,B0002SR4PY,"[1, 1]",2,"['think', 'fault', 'read', 'line', 'descript', 'befor', 'buy', 'saw', 'word', 'wide', 'rang', 'univers', 'bite', 'teeth', 'miss', 'work', '3', '18', '3', '78', 'inch', 'sure', 'ill', 'use', 'much', 'use', 'id', 'hope']","08 10, 2011",A2WBB8QN9S617,Paul C,3/4 inch of travel on something called Wide Range?,1312934400
1102,B0002SR4Q8,"[0, 1]",1,"['first', 'wrench', 'work', 'never', 'easi', 'use', 'due', 'need', 'flare', 'out', 'first', 'fit', 'over', 'filter', 'point', 'lost', 'spring', 'sure', 'even', 'detatch', 'render', 'complet', 'useless', 'end', 'up', 'buy', 'coupl', 'larg', 'socket', 'look', 'one', 'come', 'three', 'size', 'fit', 'common', 'filter', 'theyr', 'bit', 'cheaper', 'buy', 'multipl', 'end', 'up', 'cost', 'more', 'work', 'easili', 'time']","05 16, 2013",A13YI9ZAZX3WN9,Amazon Customer,"Jack of all trades, master of none",1368662400
1117,B0002SR4Q8,"[0, 3]",2,"['tool', 'feel', 'sturdi', 'help', 'end', 'up', 'be', 'useless', 'tool', 'arsenal', 'wouldnt', 'recommend', 'hand', 'tighten', 'oil', 'filter', 'use', 'textur', 'one', 'purol']","05 25, 2013",A2970BXG7PDZ69,mikeyill,Didn't work,1369440000
1134,B0002SR7TC,"[15, 16]",2,"['ive', 'use', 'mityvac', '7201', 'less', '10', 'time', 'treat', 'veri', 'care', 'stuff', 'still', 'work', 'poor', 'meth', 'selector', 'valv', 'use', 'switch', 'between', 'evacuatingdispens', 'ridicul', 'difficult', 'oper', 'cant', 'push', 'lift', 'selector', 'valv', 'oper', 'twist', 'pushingpul', 'madman', 'hope', 'dont', 'break', 'anyth', 'includ', 'finger', 'loosen', 'up', 'somewhat', 'spray', 'valv', 'siliconeteflon', 'spray', 'oper', 'repeat', '1', 'still', 'easi', 'oper', '2', 'shouldnt', 'thatth', 'expand', 'plug', 'expand', 'evacuatedispens', 'remov', 'pour', 'fluid', 'out', 'ridicul', 'difficult', 'remov', 'poorfit', 'deviceth', 'tube', 'connector', 'main', 'evacu', 'tube', 'enter', 'top', 'unit', 'leak', 'put', 'dispens', 'mode', 'pay', 'over', '27', 'replac', 'tube', 'connector', 'kit', '822566', 'unit', 'out', 'warrantyaft', 'replac', 'tube', 'connector', 'tri', 'dispens', 'mode', 'again', 'found', 'top', 'plate', 'leak', 'notic', 'befor', 'explain', 'alway', 'took', 'much', 'pump', 'evacu', 'oil', 'use', 'dispens', 'mode', 'now', 'main', 'tube', 'doesnt', 'leak', 'anymor', 'air', 'oil', 'come', 'out', 'under', 'top', 'plate', 'remov', 'top', 'plate', 'sure', 'enough', 'look', 'ma', 'seal', 'bad', 'enough', 'seal', 'mere', 'fail', 'seal', 'includ', 'first', 'place', 'inexcus', 'didnt', 'notic', 'problem', 'sooner', 'seal', '822821', 'cost', 'addit', '13', 'includ', 'ridicul', '875', 'fee', 'shippingnow', 'ive', 'ad', 'replacedad', 'top', 'seal', 'do', 'test', 'hear', 'unit', 'leak', 'air', 'top', 'pump', 'assembl', 'give', 'up', 'thingthi', 'great', 'practic', 'joke', 'didnt', 'cost', 'much', 'money']","01 2, 2011",A1D9V4TAFTO6M2,-1,"A Low Quality, Overrated Sieve",1293926400
1148,B0002SR7TC,"[45, 50]",1,"['work', 'work', 'pretti', 'good', 'chanc', 'one', 'miss', 'o', 'ring', 'though', 'sever', 'peopl', 'car', 'forum', 'member', 'receiv', 'defect', 'item', 'includ', 'myself', 'call', 'custom', 'servic', 'multipl', 'email', 'went', 'unansw', 'told', 'think', 'miss', 'o', 'ring', 'hold', 'vaccum', 'yep', 'one', 'right', 'out', 'ship', 'back', 'exchang', 'veri', 'rude', 'seal', 'gasket', 'maker', 'work', 'now', 'look', 'terribl', 'go', 'differ', 'unit', 'beter', 'qualiti', 'control']","08 21, 2008",A2FUD7TNC8HRYG,"T. Meadows ""TM""","Horrible customer service, horrible quality control",1219276800
1163,B0002SRCK6,"[0, 0]",1,"['use', 'tool', 'remov', 'fuel', 'line', 'fuel', 'filter', 'changeomg', 'under', 'truck', 'over', 'hour', 'wrestl', 'eventu', 'tool', 'broke', 'piec', 'junk', 'order', 'metal', 'sissor', 'one', 'amazon', 'fuel', 'line', '2', 'minut', 'liter', 'heard', 'click', 'fuel', 'filter', 'came', 'out', 'save', 'yourself', 'time', 'aggrevationif', 'ford', 'truck', 'sissor', 'tool', 'plastic', 'junk']","06 16, 2014",A2T9ECMEHSAIG5,Dieselboy,Terrible...just terrible!,1402876800
1164,B0002SRCK6,"[0, 0]",2,"['tri', 'chang', 'out', 'fuel', 'filter', '03', 'f150', 'veri', 'nice', 'bunch', 'differ', 'size', 'there', 'noth', 'grab', 'onto', 'onc', 'slip', 'over', 'fuel', 'line', 'there', 'littl', 'larger', 'piec', 'plastic', 'grab', 'generat', 'enough', 'forc', 'pop', 'back', 'fuel', 'line', 'found', 'harder', 'push', 'more', 'tool', 'sort', 'open', 'up', 'finger', 'direct', 'behind', 'wide', 'end', 'tool', 'realli', 'generat', 'lot', 'forc', 'probabl', 'pop', 'fuel', 'line', 'easili', 'way', 'set', 'up', 'though', 'cantwhil', 'more', 'expens', 'think', 'larger', 'aluminum', 'ones', 'tool', 'seem', 'way', 'go', 'actual', 'someth', 'hold', 'onto', 'add', 'though', 'feel', 'fuel', 'line', 'bit', 'rust', 'gum', 'up', 'perhap', 'under', 'normal', 'condit', 'tool', 'work', 'without', 'huge', 'amount', 'effort', 'push', 'hard', 'though', 'fuel', 'line', 'tool']","04 17, 2013",AHCVXRSGA7VWU,Matthew Dyer,Didn't work for me,1366156800
1169,B0002SRCKG,"[0, 0]",2,"['decid', 'need', 'new', 'seal', 'puller', 'pick', 'up', 'cheap', 'here', 'amazon', 'tri', 'pull', 'two', 'seal', 'today', 'tore', 'through', 'open', 'easier', 'use', 'hammer', 'chisel']","06 9, 2014",A1YUDSBH9P3HPN,JJ,Going to bury this one in the bottom of the tool box,1402272000
1174,B0002SREPY,"[0, 0]",1,"['slip', 'damag', 'clamp', 'well', 'skin', 'knucklesmayb', 'place', 'good', 'access', 'clamp', 'work', 'despir', 'bought', 'wast', 'money']","01 13, 2014",A3NPP6SN6QGP8U,Alan Henderson,another POS & waste of money,1389571200
1215,B0002SRL20,"[1, 2]",2,"['nice', 'rig', 'becom', 'unhappi', 'stick', 'use', 'cold', 'weather', 'below', '40', 'sit', 'seem', 'stick', 'stick', 'back', 'use', 'tire', 'inflat', 'use', 'tire', 'pressur', 'guag', 'again', 'entir', 'reason', 'thing', 'pump', 'air', 'read', 'done', 'case', 'stick', 'lost', 'faith']","12 9, 2013",ABCD7NZQR8EH1,Brian,I would not recommed it to a friend,1386547200
1246,B0002STSC6,"[1, 3]",2,"['return', 'strobe', 'light', 'induct', 'time', 'light', 'much', 'easier', 'batteri', 'power', 'made', 'well', 'sure', 'devic', 'fulli', 'insert', 'wire', 'mine', 'fell', 'floor', 'doubl', 'check', 'wire', 'attach', 'damag']","10 2, 2013",AZP8DAHJCFWPH,beebop,Inline Spark Tester,1380672000
1271,B0002STSQM,"[0, 3]",1,"['bought', 'first', 'think', 'good', 'buy', 'left', 'glove', 'box', 'find', 'one', 'day', 'bent', 'last', 'long', 'storag', 'bought', 'digit', 'tire', 'pressur', 'tread', 'depth', 'combo', 'way', 'better', 'product', 'look', 'up', 'accutir', 'ms48b', 'digit', 'combin', 'tire', 'thread', 'depth', 'gaug', 'tire', 'pressur', 'gaug']","08 6, 2013",A36DFLISBU97Z4,James,Cheap,1375747200
1304,B0002TPVXA,"[0, 0]",2,"['far', 'flimsi', 'thing', 'feel', 'need', 'pack', 'gill', 'order', 'retain', 'rectangular', 'shape', 'appreci', 'type', 'rubbervelcro', 'grip', 'bottom', 'slide', 'around', 'trunk', 'light', 'loadedit', 'job', 'henc', 'noreturn', 'same', 'time', 'didnt', 'expect', '34soft', 'sided34', 'mean', '34collaps', 'situat', 'except', 'fulli', 'load']","11 4, 2013",A1XR5YY46VVIDH,iburke,"Far too flimsy, doesn't retain shape, slides all over the place.",1383523200
1307,B0002TPVXA,"[0, 0]",2,"['wish', 'rigid', 'divid', 'instead', 'fabric', 'unit', 'floppi', 'general', 'unless', 'load', 'up', 'lot', 'stuffthi', 'tini', 'more', 'use', 'standard', 'duffel', 'bagi', 'recommend', 'spend', 'bit', 'more', 'one', 'snapon', '870116', '21inch', 'trunk', 'organ', 'tool', 'carrier', 'much', 'happier', 'ridid', 'seem', 'hold', 'much', 'stuff']","02 16, 2013",A1F9Z42CFF9IAY,T. Tom,Good price but way too floppy,1360972800
1340,B0002U1TX0,"[1, 1]",2,"['realli', 'wasnt', 'impress', 'overal', 'result', 'polish', 'part', 'mother', '3step', 'kit', 'use', '3', 'step', 'still', 'think', 'better', 'result', 'tech', 'wax']","01 13, 2014",A34O0KQV4QXWNQ,"Dako ""Dako""",This 3-Step Process Seems Unimpressive To Me,1389571200
1414,B0002U1TZ8,"[0, 2]",1,"['five', 'star', 'review', '409', 'work', 'better', 'clean', 'up', 'bike', 'mother', 'make', 'part', 'use', 'look', 'wet', 'leav', 'dirt', 'beneath', 'four', 'star']","10 7, 2013",AZ0KQBIH10HRN,scottie,Four Stars...,1381104000
1442,B0002U2V1Y,"[0, 1]",2,"['kit', 'seem', 'more', 'hassl', 'worth', 'use', 'one', 'clay', 'bar', 'car', 'finish', 'inde', 'smoother', 'look', 'exact', 'same', 'few', 'littl', 'spot', 'sap', 'came', 'out', 'here', 'honest', 'think', 'same', 'thing', 'couldv', 'achiev', 'goo', 'gone', 'windex']","01 13, 2014",A34O0KQV4QXWNQ,"Dako ""Dako""","Got Out Some Particulate, But No Amazing Wonder To Me",1389571200
1447,B0002U2V1Y,"[2, 22]",1,"['detail', 'car', 'aircraft', 'forti', 'yearsi', 'tri', 'thing', 'out', 'far', 'wax', 'cleaner', 'goim', 'old', 'school', 'simoniz', 'guy', 'yea', 'lot', 'workbut', 'worksi', 'alway', 'use', 'cleaner', 'first', 'dupont', 'workedi', 'figur', 'time', 'tri', 'someth', 'newso', 'tri', 'mother', 'clay', 'bar', 'work', 'welli', 'tri', 'meguir', 'clean', 'wax', 'stuff', 'greattri', 'klass', 'real', 'good', 'stuffmicro', 'fiber', 'more', 'spend', 'better', 'getth', 'clay', 'joke']","06 19, 2012",A3AO1KANO9RKHI,Gary,Don't waste your money,1340064000
1549,B0002UNON8,"[0, 1]",1,"['purchas', 'product', 'remov', 'minor', 'scratch', 'ate', 'through', 'clearcoat', 'left', '400', 'damag', 'auto', 'detail', 'look', 'damag', 'befor', 'get', 'fix', 'ask', 'product', 'caus', 'told', '34scratchx', '2034', 'repli', '34oh', 'never', 'even', 'use', 'stuff', 'abrasive34bottom', 'line', 'experi', 'product', 'purchas', 'under', 'circumst', 'unless', 'veri', 'experienc', 'work', 'carsthi', 'truli', 'one', 'star', 'item', 'avoid', 'cost']","09 7, 2013",A3NF8BL6489IZW,ABM,DO NOT USE!,1378512000
1550,B0002UNON8,"[1, 3]",1,"['tri', 'superfici', 'scratch', 'kept', 'rub', 'product', 'sever', 'time', 'reappli', '3', 'time', 'scratch', 'stil', 'tri', 'foam', 'pad', 'microfib', 'pad', 'microfib', 'towel', 'worst', 'product', 'meguair', 'produc']","07 11, 2011",AV8DFL38JP606,ayam,scratch x,1310342400
1568,B0002UNON8,"[0, 0]",1,"['rub', 'buff', 'product', 'wax', 'take', 'lot', 'rub', 'against', 'scratchit', 'appear', 'do', 'more', 'harm', 'good', 'ad', 'scratch', 'fair', 'dark', 'vehicl', 'im', 'use', 'hand', 'foam', 'applic', 'never', 'scratch', 'finish', 'wax', 'find', 'result', 'good', 'coat', 'wax', 'better', 'job', 'dont', 'add', 'addit', 'swirlmark', 'scratch', 'stuff', 'work', 'better', 'power', 'buffer', 'hand', 'pretti', 'useless']","04 24, 2012",A11YOTONCPRQ9S,P.L.,Avoid,1335225600
1570,B0002UNON8,"[0, 2]",1,"['doesnt', 'work', 'worth', 'darn', 'regular', 'wax', 'work', 'better', 'product', 'veri', 'disappoint', 'mequiar', 'thought', 'good', 'brand', 'go', 'back', 'turtl', 'product', 'now']","04 12, 2013",A1EMY19Z7WUDGC,Sandan,Regular Wax Works Better,1365724800
1577,B0002UNON8,"[3, 5]",1,"['titl', 'wast', 'time', 'money', 'calori', '08', 'bmw', '335i', 'sport', 'silver', 'color', 'long', 'scratch', 'similar', 'those', 'guy', 'post', 'product', 'imag', 'spent', 'hour', 'tri', 'differ', 'techniqu', 'product', 'simpli', 'doesnt', 'work', 'new', 'car', 'nice', 'paint', 'avoid', 'buy', 'work', 'old', 'car', 'paint', 'differ', 'condit', 'sorryp', 'bought', 'full', 'set', 'meguiar', 'paint', 'care', 'find', 'review', 'product', 'well', 'actual', 'work', 'somewhat', 'ultim', 'wax', 'clay', 'kit', 'contamin', 'remov', 'kit', 'clay', 'kit', 'veri', 'hard', 'appli', 'though', 'work']","08 14, 2012",A30DF71BED07GG,V,"Sorry, but did not work for me AT ALL. Time, money and calorie waste.",1344902400
1595,B0002UQAM0,"[0, 2]",2,"['realli', 'impress', 'product', 'meguiar', 'cleanerwax', 'product', 'much', 'better', 'job', 'good', 'car', 'mine']","01 27, 2014",A3QDPQBJAJC6C,Jaco,"Bleh, over rated",1390780800
1605,B0002UQATS,"[1, 7]",2,"['product', 'good', 'outstand', 'barri', 'meguiar', 'last', 'long', 'ive', 'use', 'both', 'summer', 'winter', '6', 'week', 'lost', 'mani', 'properti', 'real', 'world', 'world', 'barri', 'meguiar', 'wax', 'car', 'month', 'want', 'protect', 'car', 'true', 'regardless', 'price', 'wax', 'last', 'mani', 'monthssinc', 'appli', 'wax', 'start', 'degrad', 'environ', 'sun', 'uv', 'rain', 'dust', 'wash', 'remov', 'wax', 'inevit', 'part', 'dust', 'pollut', 'pollut', 'stick', 'wax', 'remov', 'contamin', 'remov', 'wax']","12 5, 2010",ANJUT5JDG5RU1,"carlos ""cfg""",good,1291507200
1624,B0002UQATS,"[1, 4]",2,"['ive', 'own', 'wax', 'time', 'doesnt', 'last', 'more', 'month', 'pain', 'put', 'take', 'goe', 'ok', 'take', 'anoth', 'stori', 'leav', 'oili', 'residu', 'until', 'wash', 'car', 'use', 'numer', 'towelsmicrofib', 'take', 'much', 'realli', 'want', 'rub', 'paint', 'residu', 'black', 'paint', 'havent', 'realli', 'seen', 'good', 'protect', 'element', 'birdsbug', 'one', 'postit', 'smell', 'good', 'appli', 'im', 'sure', 'meguiar', 'ad', 'fragranc', 'market', 'perspect', 'price', 'compar', 'durabl', 'stuff', 'wast', 'sure', 'meguiar', 'even', 'put', 'market']","02 19, 2013",A222QSFM3KE5KM,Rs,Waste of time/money unless you really like waxing.,1361232000
1632,B0002UQATS,"[3, 6]",2,"['meguiar', 'came', 'out', 'origin', 'nxt', 'around', '2005', 'actual', 'pretti', 'good', 'product', 'greatest', 'shine', 'fair', 'durabl', 'easi', 'appli', 'sometim', 'few', 'year', 'later', 'nxt', '20', 'introduc', 'huge', 'step', 'backward', 'although', 'receiv', 'high', 'favor', 'rate', 'big', 'consum', 'magazin', 'far', 'one', 'best', 'product', 'market', 'version', '20', 'veri', 'poor', 'gloss', 'characterist', 'dark', 'color', 'car', 'durabl', 'terribl', 'liter', 'more', 'six', 'week', 'befor', 'water', 'stop', 'sheet', 'cari', 'maintain', 'eight', 'differ', 'person', 'car', 'alway', 'wax', 'someth', 'think', 'high', 'price', 'multistep', 'product', 'much', 'snake', 'oil', 'be', 'sold', 'outrag', 'price', 'trust', 'ive', 'tri', 'good', 'surfac', 'prep', 'key', 'success', 'waxsynthet', 'product', 'involv', 'clay', 'light', 'cut', 'cleaner', 'polish', 'final', 'way', 'onc', 'prep', 'proper', 'product', 'realli', 'well', 'appli', 'regular', 'protect', 'finish', 'make', 'futur', 'prep', 'unnecessari', 'current', 'favorit', 'durabl', 'shine', 'turtl', 'wax', 'cleanercarnuba', 'although', 'good', 'old', 'meguiar', 'cleaner', 'purpl', 'bottl', 'still', 'darn', 'good', 'product', 'bargain', 'price']","05 2, 2013",A1J1S9E53DNAP6,"tom4416 ""bookie monster""",Two different products being reviewed here,1367452800
1633,B0002UQATS,"[12, 17]",2,"['product', 'easi', 'appli', 'easi', 'wipe', 'black', 'car', 'especi', 'give', 'nice', 'deep', 'glossi', 'wet', 'look', 'shine', 'leav', 'more', 'streaki', 'oili', 'finishi', 'switch', 'over', 'yellow', 'carnuba', 'wax', 'differ', 'night', 'day', 'full', 'bottl', 'longer', 'use', 'sit', 'garag', 'collect', 'dustif', 'black', 'car', 'stick', 'carunba', 'wax', 'instead', 'synthet', 'meguiar', 'make', 'great', 'product', 'one', 'fail', 'impressi', 'better', 'shine', 'meguiar', 'cleaner', 'wax', 'nxt', 'stuffbut', 'friend', 'introduc', 'mother', 'pure', 'carnuba', 'wax', 'made', 'switch', 'brand', 'mean', 'shine', 'stuff', 'insan']","12 7, 2009",A31H2D45PAR328,viceversa,Not as good as pure carnuba wax,1260144000
1647,B0002UQAXY,"[1, 3]",1,"['buy', 'meguiar', 'da', 'polish', 'frequent', 'bought', 'togeth', 'deal', 'includ', '65', 'finish', 'pad', '65', 'polish', 'pad', 'found', 'out', 'direct', 'meguiar', 'updat', 'pad', '7', 'includ', 'recess', 'make', 'center', 'polish', 'back', 'pad', 'easier', 'improv', 'velcro', 'back', 'pad', 'adhes', 'new', '7', 'pad', 'actual', 'machin', 'washabl', 'velcro', 'pad', 'attach', 'far', 'more', 'secur', 'older', '65', 'pad', 'lose', 'velcro', 'back', 'due', 'washingcleaningther', 'doubt', 'mind', 'pad', 'materi', 'high', 'qualiti', 'new', '70', 'older', '65', 'pad', 'meguiar', 'improv', 'updat', 'pad', 'now', 'recess', 'back', 'pad', 'definit', 'aid', 'user', 'center', 'pad', 'one', 'featur', 'alon', 'make', 'buy', '70', 'pad', 'nobrain', 'combin', 'improv', 'back', 'pad', 'adhes', 'now', 'slam', 'dunkher', 'link', 'newest', 'improv', 'padssoftbuff', '20', 'foam', 'polish', 'pad', '7', 'inchmeguiar', 'w', '9207', '7', 'soft', 'buff', '20', 'foam', 'finish', 'pad']","11 4, 2012",A3HC55XYJEMQP6,Robo21,"""DO NOT BUY THIS PRODUCT"" SAYS MEGUIARS!",1351987200
